dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1965-02-01,-14.632,1.085,Öskemen,Kazakhstan,50.63N,82.39E
1965-03-01,-8.055,0.485,Öskemen,Kazakhstan,50.63N,82.39E
1965-04-01,1.877,0.45799999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1965-05-01,13.950999999999999,0.386,Öskemen,Kazakhstan,50.63N,82.39E
1965-06-01,17.458,0.5589999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1965-07-01,21.089000000000002,0.512,Öskemen,Kazakhstan,50.63N,82.39E
1965-08-01,16.505,0.508,Öskemen,Kazakhstan,50.63N,82.39E
1965-09-01,11.648,0.304,Öskemen,Kazakhstan,50.63N,82.39E
1965-10-01,3.678,0.25,Öskemen,Kazakhstan,50.63N,82.39E
1965-11-01,-5.82,0.264,Öskemen,Kazakhstan,50.63N,82.39E
1965-12-01,-15.376,0.301,Öskemen,Kazakhstan,50.63N,82.39E
1966-01-01,-16.668,1.7469999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1966-02-01,-13.779000000000002,0.586,Öskemen,Kazakhstan,50.63N,82.39E
1966-03-01,-7.88,0.312,Öskemen,Kazakhstan,50.63N,82.39E
1966-04-01,0.3220000000000001,0.639,Öskemen,Kazakhstan,50.63N,82.39E
1966-05-01,9.676,0.37,Öskemen,Kazakhstan,50.63N,82.39E
1966-06-01,17.352,0.19399999999999998,Öskemen,Kazakhstan,50.63N,82.39E
1966-07-01,18.722,0.27,Öskemen,Kazakhstan,50.63N,82.39E
1966-08-01,17.366,0.39799999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1966-09-01,14.675999999999998,0.44799999999999995,Öskemen,Kazakhstan,50.63N,82.39E
1966-10-01,1.913,0.457,Öskemen,Kazakhstan,50.63N,82.39E
1966-11-01,-10.281,0.68,Öskemen,Kazakhstan,50.63N,82.39E
1966-12-01,-24.999,0.9309999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1967-01-01,-18.498,0.77,Öskemen,Kazakhstan,50.63N,82.39E
1967-02-01,-14.933,0.518,Öskemen,Kazakhstan,50.63N,82.39E
1967-03-01,-7.438,0.809,Öskemen,Kazakhstan,50.63N,82.39E
1967-04-01,5.074,0.39,Öskemen,Kazakhstan,50.63N,82.39E
1967-05-01,14.235999999999999,0.48700000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1967-06-01,16.767,0.184,Öskemen,Kazakhstan,50.63N,82.39E
1967-07-01,18.651,0.301,Öskemen,Kazakhstan,50.63N,82.39E
1967-08-01,14.235,0.355,Öskemen,Kazakhstan,50.63N,82.39E
1967-09-01,8.488,0.266,Öskemen,Kazakhstan,50.63N,82.39E
1967-10-01,4.51,0.23,Öskemen,Kazakhstan,50.63N,82.39E
1967-11-01,-10.184,0.6970000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1967-12-01,-12.627,1.7830000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1968-01-01,-15.029999999999998,0.619,Öskemen,Kazakhstan,50.63N,82.39E
1968-02-01,-16.024,0.76,Öskemen,Kazakhstan,50.63N,82.39E
1968-03-01,-3.2109999999999994,0.38799999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1968-04-01,2.6830000000000003,0.6629999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1968-05-01,13.353,0.397,Öskemen,Kazakhstan,50.63N,82.39E
1968-06-01,16.887,0.35200000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1968-07-01,19.000999999999998,0.21,Öskemen,Kazakhstan,50.63N,82.39E
1968-08-01,16.563,0.389,Öskemen,Kazakhstan,50.63N,82.39E
1968-09-01,7.5710000000000015,0.161,Öskemen,Kazakhstan,50.63N,82.39E
1968-10-01,1.003,0.285,Öskemen,Kazakhstan,50.63N,82.39E
1968-11-01,-10.037,0.5820000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1968-12-01,-17.023,0.37799999999999995,Öskemen,Kazakhstan,50.63N,82.39E
1969-01-01,-28.72,1.234,Öskemen,Kazakhstan,50.63N,82.39E
1969-02-01,-26.001,1.09,Öskemen,Kazakhstan,50.63N,82.39E
1969-03-01,-12.120999999999999,0.8170000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1969-04-01,1.5820000000000003,0.385,Öskemen,Kazakhstan,50.63N,82.39E
1969-05-01,10.085,0.47200000000000003,Öskemen,Kazakhstan,50.63N,82.39E
1969-06-01,17.048,0.418,Öskemen,Kazakhstan,50.63N,82.39E
1969-07-01,21.799,0.49,Öskemen,Kazakhstan,50.63N,82.39E
1969-08-01,14.2,0.504,Öskemen,Kazakhstan,50.63N,82.39E
1969-09-01,9.682,0.325,Öskemen,Kazakhstan,50.63N,82.39E
1969-10-01,2.867,0.20600000000000002,Öskemen,Kazakhstan,50.63N,82.39E
1969-11-01,-6.329,0.698,Öskemen,Kazakhstan,50.63N,82.39E
1969-12-01,-15.96,0.599,Öskemen,Kazakhstan,50.63N,82.39E
1970-01-01,-15.657999999999998,1.025,Öskemen,Kazakhstan,50.63N,82.39E
1970-02-01,-12.194,0.575,Öskemen,Kazakhstan,50.63N,82.39E
1970-03-01,-11.627,0.922,Öskemen,Kazakhstan,50.63N,82.39E
1970-04-01,4.513,0.302,Öskemen,Kazakhstan,50.63N,82.39E
1970-05-01,10.630999999999998,0.511,Öskemen,Kazakhstan,50.63N,82.39E
1970-06-01,16.805999999999997,0.365,Öskemen,Kazakhstan,50.63N,82.39E
1970-07-01,17.885,0.28300000000000003,Öskemen,Kazakhstan,50.63N,82.39E
1970-08-01,16.075,0.225,Öskemen,Kazakhstan,50.63N,82.39E
1970-09-01,11.615,0.428,Öskemen,Kazakhstan,50.63N,82.39E
1970-10-01,2.7239999999999998,0.503,Öskemen,Kazakhstan,50.63N,82.39E
1970-11-01,-7.879,0.27,Öskemen,Kazakhstan,50.63N,82.39E
1970-12-01,-15.369000000000002,0.5670000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1971-01-01,-13.182,0.461,Öskemen,Kazakhstan,50.63N,82.39E
1971-02-01,-17.000999999999998,0.45899999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1971-03-01,-11.034,0.519,Öskemen,Kazakhstan,50.63N,82.39E
1971-04-01,4.622,0.386,Öskemen,Kazakhstan,50.63N,82.39E
1971-05-01,10.547,0.55,Öskemen,Kazakhstan,50.63N,82.39E
1971-06-01,16.459,0.455,Öskemen,Kazakhstan,50.63N,82.39E
1971-07-01,17.717,0.293,Öskemen,Kazakhstan,50.63N,82.39E
1971-08-01,15.948,0.239,Öskemen,Kazakhstan,50.63N,82.39E
1971-09-01,11.37,0.354,Öskemen,Kazakhstan,50.63N,82.39E
1971-10-01,5.141,0.927,Öskemen,Kazakhstan,50.63N,82.39E
1971-11-01,-2.9799999999999995,0.6,Öskemen,Kazakhstan,50.63N,82.39E
1971-12-01,-9.01,1.138,Öskemen,Kazakhstan,50.63N,82.39E
1972-01-01,-18.994,1.095,Öskemen,Kazakhstan,50.63N,82.39E
1972-02-01,-16.177,0.632,Öskemen,Kazakhstan,50.63N,82.39E
1972-03-01,-9.267999999999999,0.473,Öskemen,Kazakhstan,50.63N,82.39E
1972-04-01,5.211,0.313,Öskemen,Kazakhstan,50.63N,82.39E
1972-05-01,10.469000000000001,0.36700000000000005,Öskemen,Kazakhstan,50.63N,82.39E
1972-06-01,17.08,0.152,Öskemen,Kazakhstan,50.63N,82.39E
1972-07-01,15.942,0.188,Öskemen,Kazakhstan,50.63N,82.39E
1972-08-01,15.106,0.35700000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1972-09-01,8.786000000000001,0.389,Öskemen,Kazakhstan,50.63N,82.39E
1972-10-01,2.0700000000000003,0.226,Öskemen,Kazakhstan,50.63N,82.39E
1972-11-01,-4.3,0.441,Öskemen,Kazakhstan,50.63N,82.39E
1972-12-01,-13.41,0.9790000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1973-01-01,-13.866999999999996,0.866,Öskemen,Kazakhstan,50.63N,82.39E
1973-02-01,-15.601,0.43200000000000005,Öskemen,Kazakhstan,50.63N,82.39E
1973-03-01,-7.132999999999999,0.569,Öskemen,Kazakhstan,50.63N,82.39E
1973-04-01,4.707000000000002,0.255,Öskemen,Kazakhstan,50.63N,82.39E
1973-05-01,10.113999999999999,0.317,Öskemen,Kazakhstan,50.63N,82.39E
1973-06-01,17.236,0.247,Öskemen,Kazakhstan,50.63N,82.39E
1973-07-01,18.34,0.225,Öskemen,Kazakhstan,50.63N,82.39E
1973-08-01,16.315,0.364,Öskemen,Kazakhstan,50.63N,82.39E
1973-09-01,11.185,0.131,Öskemen,Kazakhstan,50.63N,82.39E
1973-10-01,2.8440000000000003,0.336,Öskemen,Kazakhstan,50.63N,82.39E
1973-11-01,-2.036,0.405,Öskemen,Kazakhstan,50.63N,82.39E
1973-12-01,-9.725,0.51,Öskemen,Kazakhstan,50.63N,82.39E
1974-01-01,-18.693,0.36,Öskemen,Kazakhstan,50.63N,82.39E
1974-02-01,-19.616,0.5,Öskemen,Kazakhstan,50.63N,82.39E
1974-03-01,-9.059,0.659,Öskemen,Kazakhstan,50.63N,82.39E
1974-04-01,5.857,0.33399999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1974-05-01,13.515999999999998,0.436,Öskemen,Kazakhstan,50.63N,82.39E
1974-06-01,17.933999999999994,0.426,Öskemen,Kazakhstan,50.63N,82.39E
1974-07-01,21.054,0.264,Öskemen,Kazakhstan,50.63N,82.39E
1974-08-01,18.031,0.336,Öskemen,Kazakhstan,50.63N,82.39E
1974-09-01,10.243,0.204,Öskemen,Kazakhstan,50.63N,82.39E
1974-10-01,1.5,0.107,Öskemen,Kazakhstan,50.63N,82.39E
1974-11-01,-9.626,0.647,Öskemen,Kazakhstan,50.63N,82.39E
1974-12-01,-21.396,0.893,Öskemen,Kazakhstan,50.63N,82.39E
1975-01-01,-11.910999999999998,0.64,Öskemen,Kazakhstan,50.63N,82.39E
1975-02-01,-11.822000000000001,0.821,Öskemen,Kazakhstan,50.63N,82.39E
1975-03-01,-4.9110000000000005,0.47600000000000003,Öskemen,Kazakhstan,50.63N,82.39E
1975-04-01,2.1130000000000004,0.264,Öskemen,Kazakhstan,50.63N,82.39E
1975-05-01,8.969999999999997,0.235,Öskemen,Kazakhstan,50.63N,82.39E
1975-06-01,15.742,0.248,Öskemen,Kazakhstan,50.63N,82.39E
1975-07-01,19.737,0.306,Öskemen,Kazakhstan,50.63N,82.39E
1975-08-01,15.436,0.449,Öskemen,Kazakhstan,50.63N,82.39E
1975-09-01,10.415,0.275,Öskemen,Kazakhstan,50.63N,82.39E
1975-10-01,3.14,0.382,Öskemen,Kazakhstan,50.63N,82.39E
1975-11-01,-8.988,0.341,Öskemen,Kazakhstan,50.63N,82.39E
1975-12-01,-14.872,0.534,Öskemen,Kazakhstan,50.63N,82.39E
1976-01-01,-11.691,0.613,Öskemen,Kazakhstan,50.63N,82.39E
1976-02-01,-15.591,0.27,Öskemen,Kazakhstan,50.63N,82.39E
1976-03-01,-11.628,0.387,Öskemen,Kazakhstan,50.63N,82.39E
1976-04-01,3.1519999999999997,0.293,Öskemen,Kazakhstan,50.63N,82.39E
1976-05-01,12.834000000000001,0.303,Öskemen,Kazakhstan,50.63N,82.39E
1976-06-01,18.715,0.204,Öskemen,Kazakhstan,50.63N,82.39E
1976-07-01,17.167,0.629,Öskemen,Kazakhstan,50.63N,82.39E
1976-08-01,16.604,0.253,Öskemen,Kazakhstan,50.63N,82.39E
1976-09-01,11.125,0.299,Öskemen,Kazakhstan,50.63N,82.39E
1976-10-01,-1.1540000000000001,0.344,Öskemen,Kazakhstan,50.63N,82.39E
1976-11-01,-12.565,0.821,Öskemen,Kazakhstan,50.63N,82.39E
1976-12-01,-20.358,1.0859999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1977-01-01,-22.955,0.6679999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1977-02-01,-16.203,0.22899999999999998,Öskemen,Kazakhstan,50.63N,82.39E
1977-03-01,-7.856,0.252,Öskemen,Kazakhstan,50.63N,82.39E
1977-04-01,4.9830000000000005,0.451,Öskemen,Kazakhstan,50.63N,82.39E
1977-05-01,12.553,0.311,Öskemen,Kazakhstan,50.63N,82.39E
1977-06-01,19.732,0.364,Öskemen,Kazakhstan,50.63N,82.39E
1977-07-01,18.673,0.41100000000000003,Öskemen,Kazakhstan,50.63N,82.39E
1977-08-01,15.579,0.389,Öskemen,Kazakhstan,50.63N,82.39E
1977-09-01,12.124,0.35700000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1977-10-01,3.628,0.183,Öskemen,Kazakhstan,50.63N,82.39E
1977-11-01,-3.1919999999999997,0.182,Öskemen,Kazakhstan,50.63N,82.39E
1977-12-01,-11.639000000000001,0.36700000000000005,Öskemen,Kazakhstan,50.63N,82.39E
1978-01-01,-14.79,0.418,Öskemen,Kazakhstan,50.63N,82.39E
1978-02-01,-14.637,0.415,Öskemen,Kazakhstan,50.63N,82.39E
1978-03-01,-7.191,0.27399999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1978-04-01,6.084,0.316,Öskemen,Kazakhstan,50.63N,82.39E
1978-05-01,10.282,0.301,Öskemen,Kazakhstan,50.63N,82.39E
1978-06-01,18.041,0.131,Öskemen,Kazakhstan,50.63N,82.39E
1978-07-01,19.641,0.306,Öskemen,Kazakhstan,50.63N,82.39E
1978-08-01,13.89,0.22899999999999998,Öskemen,Kazakhstan,50.63N,82.39E
1978-09-01,12.395999999999999,0.19399999999999998,Öskemen,Kazakhstan,50.63N,82.39E
1978-10-01,3.843,0.249,Öskemen,Kazakhstan,50.63N,82.39E
1978-11-01,-2.3629999999999995,0.669,Öskemen,Kazakhstan,50.63N,82.39E
1978-12-01,-10.186,0.488,Öskemen,Kazakhstan,50.63N,82.39E
1979-01-01,-17.154999999999998,0.8270000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1979-02-01,-10.612,0.534,Öskemen,Kazakhstan,50.63N,82.39E
1979-03-01,-10.241,0.544,Öskemen,Kazakhstan,50.63N,82.39E
1979-04-01,-1.8679999999999997,0.341,Öskemen,Kazakhstan,50.63N,82.39E
1979-05-01,10.901,0.489,Öskemen,Kazakhstan,50.63N,82.39E
1979-06-01,17.625,0.175,Öskemen,Kazakhstan,50.63N,82.39E
1979-07-01,19.018,0.22,Öskemen,Kazakhstan,50.63N,82.39E
1979-08-01,15.687,0.263,Öskemen,Kazakhstan,50.63N,82.39E
1979-09-01,11.433,0.223,Öskemen,Kazakhstan,50.63N,82.39E
1979-10-01,4.78,0.39299999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1979-11-01,-8.471,0.413,Öskemen,Kazakhstan,50.63N,82.39E
1979-12-01,-9.973,0.435,Öskemen,Kazakhstan,50.63N,82.39E
1980-01-01,-16.610999999999994,0.263,Öskemen,Kazakhstan,50.63N,82.39E
1980-02-01,-16.817,0.779,Öskemen,Kazakhstan,50.63N,82.39E
1980-03-01,-11.853,0.841,Öskemen,Kazakhstan,50.63N,82.39E
1980-04-01,2.502,0.27899999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1980-05-01,13.953,0.24600000000000002,Öskemen,Kazakhstan,50.63N,82.39E
1980-06-01,16.340999999999998,0.34,Öskemen,Kazakhstan,50.63N,82.39E
1980-07-01,18.225,0.284,Öskemen,Kazakhstan,50.63N,82.39E
1980-08-01,17.031,0.322,Öskemen,Kazakhstan,50.63N,82.39E
1980-09-01,11.392999999999999,0.386,Öskemen,Kazakhstan,50.63N,82.39E
1980-10-01,2.616,0.342,Öskemen,Kazakhstan,50.63N,82.39E
1980-11-01,-3.177,0.185,Öskemen,Kazakhstan,50.63N,82.39E
1980-12-01,-11.482000000000001,0.36,Öskemen,Kazakhstan,50.63N,82.39E
1981-01-01,-16.357999999999997,0.366,Öskemen,Kazakhstan,50.63N,82.39E
1981-02-01,-14.232999999999999,0.373,Öskemen,Kazakhstan,50.63N,82.39E
1981-03-01,-4.3,0.48200000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1981-04-01,5.607,0.344,Öskemen,Kazakhstan,50.63N,82.39E
1981-05-01,13.189,0.23600000000000002,Öskemen,Kazakhstan,50.63N,82.39E
1981-06-01,19.375,0.365,Öskemen,Kazakhstan,50.63N,82.39E
1981-07-01,18.003,0.271,Öskemen,Kazakhstan,50.63N,82.39E
1981-08-01,17.415,0.439,Öskemen,Kazakhstan,50.63N,82.39E
1981-09-01,12.052999999999999,0.306,Öskemen,Kazakhstan,50.63N,82.39E
1981-10-01,1.709,0.321,Öskemen,Kazakhstan,50.63N,82.39E
1981-11-01,-8.206,0.619,Öskemen,Kazakhstan,50.63N,82.39E
1981-12-01,-14.469000000000001,1.328,Öskemen,Kazakhstan,50.63N,82.39E
1982-01-01,-12.570999999999998,0.7020000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1982-02-01,-11.457999999999998,0.7020000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1982-03-01,-12.254000000000001,0.74,Öskemen,Kazakhstan,50.63N,82.39E
1982-04-01,6.257000000000001,0.302,Öskemen,Kazakhstan,50.63N,82.39E
1982-05-01,13.557,0.259,Öskemen,Kazakhstan,50.63N,82.39E
1982-06-01,19.117,0.275,Öskemen,Kazakhstan,50.63N,82.39E
1982-07-01,18.901,0.354,Öskemen,Kazakhstan,50.63N,82.39E
1982-08-01,16.488,0.257,Öskemen,Kazakhstan,50.63N,82.39E
1982-09-01,11.936,0.276,Öskemen,Kazakhstan,50.63N,82.39E
1982-10-01,5.351,0.18,Öskemen,Kazakhstan,50.63N,82.39E
1982-11-01,-4.215,0.932,Öskemen,Kazakhstan,50.63N,82.39E
1982-12-01,-11.282,0.742,Öskemen,Kazakhstan,50.63N,82.39E
1983-01-01,-10.586,0.307,Öskemen,Kazakhstan,50.63N,82.39E
1983-02-01,-9.913,0.508,Öskemen,Kazakhstan,50.63N,82.39E
1983-03-01,-3.0539999999999994,0.574,Öskemen,Kazakhstan,50.63N,82.39E
1983-04-01,2.83,0.204,Öskemen,Kazakhstan,50.63N,82.39E
1983-05-01,9.157,0.27399999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1983-06-01,17.221999999999998,0.336,Öskemen,Kazakhstan,50.63N,82.39E
1983-07-01,19.063,0.188,Öskemen,Kazakhstan,50.63N,82.39E
1983-08-01,17.715999999999998,0.32799999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1983-09-01,9.698,0.395,Öskemen,Kazakhstan,50.63N,82.39E
1983-10-01,5.346,0.294,Öskemen,Kazakhstan,50.63N,82.39E
1983-11-01,-1.5119999999999996,0.639,Öskemen,Kazakhstan,50.63N,82.39E
1983-12-01,-10.315,0.41700000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1984-01-01,-17.651,0.289,Öskemen,Kazakhstan,50.63N,82.39E
1984-02-01,-19.975,0.5589999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1984-03-01,-6.362,0.8240000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1984-04-01,0.2560000000000002,0.514,Öskemen,Kazakhstan,50.63N,82.39E
1984-05-01,11.545,0.294,Öskemen,Kazakhstan,50.63N,82.39E
1984-06-01,16.848,0.17,Öskemen,Kazakhstan,50.63N,82.39E
1984-07-01,17.178,0.304,Öskemen,Kazakhstan,50.63N,82.39E
1984-08-01,16.624000000000002,0.28,Öskemen,Kazakhstan,50.63N,82.39E
1984-09-01,10.732,0.528,Öskemen,Kazakhstan,50.63N,82.39E
1984-10-01,4.145,0.316,Öskemen,Kazakhstan,50.63N,82.39E
1984-11-01,-8.935,0.629,Öskemen,Kazakhstan,50.63N,82.39E
1984-12-01,-23.551,0.871,Öskemen,Kazakhstan,50.63N,82.39E
1985-01-01,-16.538999999999998,0.622,Öskemen,Kazakhstan,50.63N,82.39E
1985-02-01,-15.43,0.622,Öskemen,Kazakhstan,50.63N,82.39E
1985-03-01,-12.985,0.9940000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1985-04-01,4.596,0.386,Öskemen,Kazakhstan,50.63N,82.39E
1985-05-01,10.083,0.431,Öskemen,Kazakhstan,50.63N,82.39E
1985-06-01,14.826,0.252,Öskemen,Kazakhstan,50.63N,82.39E
1985-07-01,18.605,0.35200000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1985-08-01,16.485,0.41,Öskemen,Kazakhstan,50.63N,82.39E
1985-09-01,10.285,0.38799999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1985-10-01,2.09,0.22699999999999998,Öskemen,Kazakhstan,50.63N,82.39E
1985-11-01,-6.622000000000001,0.405,Öskemen,Kazakhstan,50.63N,82.39E
1985-12-01,-12.925,0.431,Öskemen,Kazakhstan,50.63N,82.39E
1986-01-01,-13.605,0.41100000000000003,Öskemen,Kazakhstan,50.63N,82.39E
1986-02-01,-17.102999999999998,0.711,Öskemen,Kazakhstan,50.63N,82.39E
1986-03-01,-7.934,0.627,Öskemen,Kazakhstan,50.63N,82.39E
1986-04-01,2.403,0.258,Öskemen,Kazakhstan,50.63N,82.39E
1986-05-01,12.890999999999998,0.28800000000000003,Öskemen,Kazakhstan,50.63N,82.39E
1986-06-01,15.057,0.341,Öskemen,Kazakhstan,50.63N,82.39E
1986-07-01,19.604,0.28800000000000003,Öskemen,Kazakhstan,50.63N,82.39E
1986-08-01,16.820999999999998,0.332,Öskemen,Kazakhstan,50.63N,82.39E
1986-09-01,11.235,0.5920000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1986-10-01,2.089,0.121,Öskemen,Kazakhstan,50.63N,82.39E
1986-11-01,-8.003,0.86,Öskemen,Kazakhstan,50.63N,82.39E
1986-12-01,-12.997,0.528,Öskemen,Kazakhstan,50.63N,82.39E
1987-01-01,-11.726,0.56,Öskemen,Kazakhstan,50.63N,82.39E
1987-02-01,-10.302,0.515,Öskemen,Kazakhstan,50.63N,82.39E
1987-03-01,-10.142000000000001,0.359,Öskemen,Kazakhstan,50.63N,82.39E
1987-04-01,2.1830000000000003,0.40700000000000003,Öskemen,Kazakhstan,50.63N,82.39E
1987-05-01,12.593,0.312,Öskemen,Kazakhstan,50.63N,82.39E
1987-06-01,14.089,0.485,Öskemen,Kazakhstan,50.63N,82.39E
1987-07-01,19.692,0.358,Öskemen,Kazakhstan,50.63N,82.39E
1987-08-01,18.012,0.39399999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1987-09-01,11.952,0.318,Öskemen,Kazakhstan,50.63N,82.39E
1987-10-01,-0.6339999999999999,0.391,Öskemen,Kazakhstan,50.63N,82.39E
1987-11-01,-13.48,0.735,Öskemen,Kazakhstan,50.63N,82.39E
1987-12-01,-10.457,0.18,Öskemen,Kazakhstan,50.63N,82.39E
1988-01-01,-14.622999999999998,0.39299999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1988-02-01,-19.89,0.389,Öskemen,Kazakhstan,50.63N,82.39E
1988-03-01,-10.347000000000001,0.569,Öskemen,Kazakhstan,50.63N,82.39E
1988-04-01,4.21,0.267,Öskemen,Kazakhstan,50.63N,82.39E
1988-05-01,10.074,0.332,Öskemen,Kazakhstan,50.63N,82.39E
1988-06-01,16.224,0.289,Öskemen,Kazakhstan,50.63N,82.39E
1988-07-01,18.415,0.256,Öskemen,Kazakhstan,50.63N,82.39E
1988-08-01,16.679000000000002,0.319,Öskemen,Kazakhstan,50.63N,82.39E
1988-09-01,12.897,0.451,Öskemen,Kazakhstan,50.63N,82.39E
1988-10-01,2.938,0.31,Öskemen,Kazakhstan,50.63N,82.39E
1988-11-01,-2.51,0.292,Öskemen,Kazakhstan,50.63N,82.39E
1988-12-01,-8.765,0.4,Öskemen,Kazakhstan,50.63N,82.39E
1989-01-01,-10.988999999999995,0.701,Öskemen,Kazakhstan,50.63N,82.39E
1989-02-01,-13.819,0.213,Öskemen,Kazakhstan,50.63N,82.39E
1989-03-01,-6.471,0.6859999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1989-04-01,2.4819999999999998,0.33799999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1989-05-01,11.649000000000001,0.35100000000000003,Öskemen,Kazakhstan,50.63N,82.39E
1989-06-01,14.813,0.5429999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1989-07-01,18.933,0.171,Öskemen,Kazakhstan,50.63N,82.39E
1989-08-01,17.624000000000002,0.21100000000000002,Öskemen,Kazakhstan,50.63N,82.39E
1989-09-01,10.044,0.59,Öskemen,Kazakhstan,50.63N,82.39E
1989-10-01,4.1419999999999995,0.446,Öskemen,Kazakhstan,50.63N,82.39E
1989-11-01,-7.0360000000000005,0.41700000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1989-12-01,-6.162000000000001,0.531,Öskemen,Kazakhstan,50.63N,82.39E
1990-01-01,-15.336,0.20800000000000002,Öskemen,Kazakhstan,50.63N,82.39E
1990-02-01,-12.985999999999999,0.262,Öskemen,Kazakhstan,50.63N,82.39E
1990-03-01,-3.706,0.546,Öskemen,Kazakhstan,50.63N,82.39E
1990-04-01,3.7089999999999996,0.188,Öskemen,Kazakhstan,50.63N,82.39E
1990-05-01,13.392999999999999,0.439,Öskemen,Kazakhstan,50.63N,82.39E
1990-06-01,18.299,0.423,Öskemen,Kazakhstan,50.63N,82.39E
1990-07-01,18.706,0.645,Öskemen,Kazakhstan,50.63N,82.39E
1990-08-01,15.222999999999999,0.27699999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1990-09-01,11.446,0.6609999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1990-10-01,4.47,0.499,Öskemen,Kazakhstan,50.63N,82.39E
1990-11-01,-5.806,0.485,Öskemen,Kazakhstan,50.63N,82.39E
1990-12-01,-10.142000000000001,0.757,Öskemen,Kazakhstan,50.63N,82.39E
1991-01-01,-11.95,0.568,Öskemen,Kazakhstan,50.63N,82.39E
1991-02-01,-14.985999999999999,0.223,Öskemen,Kazakhstan,50.63N,82.39E
1991-03-01,-10.558,0.457,Öskemen,Kazakhstan,50.63N,82.39E
1991-04-01,3.752,0.35100000000000003,Öskemen,Kazakhstan,50.63N,82.39E
1991-05-01,12.206,0.294,Öskemen,Kazakhstan,50.63N,82.39E
1991-06-01,17.936999999999994,0.268,Öskemen,Kazakhstan,50.63N,82.39E
1991-07-01,20.248,0.561,Öskemen,Kazakhstan,50.63N,82.39E
1991-08-01,15.7,0.18100000000000002,Öskemen,Kazakhstan,50.63N,82.39E
1991-09-01,11.633,0.321,Öskemen,Kazakhstan,50.63N,82.39E
1991-10-01,5.625,0.36700000000000005,Öskemen,Kazakhstan,50.63N,82.39E
1991-11-01,-4.396,0.6659999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1991-12-01,-12.99,0.581,Öskemen,Kazakhstan,50.63N,82.39E
1992-01-01,-9.364999999999998,0.413,Öskemen,Kazakhstan,50.63N,82.39E
1992-02-01,-12.908,0.35200000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1992-03-01,-9.79,0.27699999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1992-04-01,3.892,0.42700000000000005,Öskemen,Kazakhstan,50.63N,82.39E
1992-05-01,12.488,0.589,Öskemen,Kazakhstan,50.63N,82.39E
1992-06-01,15.539000000000001,0.418,Öskemen,Kazakhstan,50.63N,82.39E
1992-07-01,19.302,0.266,Öskemen,Kazakhstan,50.63N,82.39E
1992-08-01,15.734000000000002,0.16699999999999998,Öskemen,Kazakhstan,50.63N,82.39E
1992-09-01,6.899000000000001,0.303,Öskemen,Kazakhstan,50.63N,82.39E
1992-10-01,3.3369999999999997,0.479,Öskemen,Kazakhstan,50.63N,82.39E
1992-11-01,-4.535,0.42,Öskemen,Kazakhstan,50.63N,82.39E
